file,subset,split,year,dating-certainty
theatre_1668_bpt6k12804786_f79.jpg,theatre,train,1668,True
theatre_1671_bpt6k856901n_f193.jpg,theatre,train,1671,True
theatre_1638_bpt6k10901052_f79.jpg,theatre,train,1638,True
theatre_1629_bpt6k1090061b_f14.jpg,theatre,train,1629,True
theatre_1646_bpt6k1167711_f12.jpg,theatre,train,1646,True
theatre_1639_bpt6k5609755m_f42.jpg,theatre,train,1639,True
theatre_1661_bpt6k10900954_f63.jpg,theatre,train,1661,True
theatre_1631_bpt6k54586494_f44.jpg,theatre,train,1631,True
theatre_1682_bpt6k1090203k_f37.jpg,theatre,train,1682,True
theatre_1644_bpt6k1343846_f101.jpg,theatre,train,1644,True
theatre_1643_bpt6k5789668b_f118.jpg,theatre,train,1643,True
theatre_1693_bpt6k859543c_f8.jpg,theatre,train,1693,True
theatre_1657_bpt6k5626607t_f80.jpg,theatre,train,1657,True
theatre_1635_bpt6k5815784v_f138.jpg,theatre,train,1635,True
theatre_1672_btv1b8610814m_f32.jpg,theatre,train,1672,True
theatre_1687_bpt6k8531211_f40.jpg,theatre,train,1687,True
theatre_1660_bpt6k1281045r_f35.jpg,theatre,train,1660,True
theatre_1618_bpt6k1090269b_f178.jpg,theatre,train,1618,True
theatre_1611_bpt6k1090221h_f23.jpg,theatre,train,1611,True
theatre_1641_bpt6k57155059_f29.jpg,theatre,train,1641,True
theatre_1639_bpt6k1090127n_f105.jpg,theatre,train,1639,True
theatre_1664_btv1b8610808w_f34.jpg,theatre,train,1664,True
theatre_1695_bpt6k852851z_f31.jpg,theatre,train,1695,True
theatre_1642_bpt6k1092835_f122.jpg,theatre,train,1642,True
theatre_1696_bpt6k852918j_f23.jpg,theatre,train,1696,True
theatre_1631_bpt6k10900472_f128.jpg,theatre,train,1631,True
theatre_1648_bpt6k852860x_f41.jpg,theatre,train,1648,True
theatre_1647_bpt6k10901979_f109.jpg,theatre,train,1647,True
theatre_1691_bpt6k15107128_f1.jpg,theatre,train,1691,True
theatre_1627_bpt6k1090274n_f145.jpg,theatre,train,1627,True
theatre_1624_bpt6k856984j_f41.jpg,theatre,train,1624,True
theatre_1662_bpt6k1280461x_f2.jpg,theatre,train,1662,True
theatre_1606_bpt6k10901764_f2.jpg,theatre,train,1606,True
theatre_1646_bpt6k1513909d_f69.jpg,theatre,train,1646,True
theatre_1668_bpt6k1526239b_f8.jpg,theatre,train,1668,True
theatre_1669_btv1b8610793w_f14.jpg,theatre,train,1669,True
theatre_1632_bpt6k1118264_f638.jpg,theatre,train,1632,True
theatre_1639_btv1b8607044w_f90.jpg,theatre,train,1639,True
theatre_1612_bpt6k8570103_f44.jpg,theatre,train,1612,True
theatre_1641_bpt6k5767243z_f596.jpg,theatre,train,1641,True
theatre_1660_bpt6k853060q_f94.jpg,theatre,train,1660,True
theatre_1638_bpt6k5713889d_f18.jpg,theatre,train,1638,True
theatre_1680_bpt6k6363208h_f7.jpg,theatre,train,1680,True
theatre_1666_bpt6k10901675_f11.jpg,theatre,train,1666,True
theatre_1631_bpt6k6363209x_f134.jpg,theatre,train,1631,True
theatre_1638_bpt6k10901037_f18.jpg,theatre,train,1638,True
theatre_1687_bpt6k853024v_f63.jpg,theatre,train,1687,True
theatre_1670_bpt6k12805544_f65.jpg,theatre,train,1670,True
theatre_1624_bpt6k6257840h_f232.jpg,theatre,train,1624,True
theatre_1642_bpt6k1097720_f9.jpg,theatre,train,1642,True
theatre_1658_bpt6k6255600p_f48.jpg,theatre,train,1658,True
theatre_1666_bpt6k5740797h_f1.jpg,theatre,train,1666,True
theatre_1669_btv1b86221039_f55.jpg,theatre,train,1669,True
theatre_1643_bpt6k5448678k_f15.jpg,theatre,train,1643,True
theatre_1668_bpt6k1090236z_f32.jpg,theatre,train,1668,True
theatre_1659_bpt6k1090148t_f51.jpg,theatre,train,1659,True
theatre_1651_bpt6k1280315b_f22.jpg,theatre,train,1651,True
theatre_1673_bpt6k1090242p_f17.jpg,theatre,train,1673,True
theatre_1683_btv1b86107912_f70.jpg,theatre,train,1683,True
theatre_1640_btv1b8622115h_f50.jpg,theatre,train,1640,True
theatre_1632_bpt6k6509381p_f379.jpg,theatre,train,1632,True
theatre_1674_bpt6k5453658j_f5.jpg,theatre,train,1674,True
theatre_1693_bpt6k5752627d_f20.jpg,theatre,train,1693,True
theatre_1669_btv1b52000590k_f61.jpg,theatre,train,1669,True
theatre_1687_bpt6k8568894_f39.jpg,theatre,train,1687,True
theatre_1658_bpt6k10901623_f12.jpg,theatre,train,1658,True
theatre_1668_bpt6k1090155z_f86.jpg,theatre,train,1668,True
theatre_1656_bpt6k1090179c_f120.jpg,theatre,train,1656,True
theatre_1693_bpt6k5629556w_f14.jpg,theatre,train,1693,True
theatre_1660_bpt6k10901942_f40.jpg,theatre,train,1660,True
theatre_1662_bpt6k12804556_f52.jpg,theatre,train,1662,True
theatre_1681_bpt6k62763275_f5.jpg,theatre,train,1681,True
theatre_16-_btv1b8619706h_f10.jpg,theatre,train,1600,False
theatre_1698_bpt6k5817834x_f1.jpg,theatre,train,1698,True
theatre_1647_bpt6k54495188_f76.jpg,theatre,train,1647,True
theatre_1629_bpt6k1097754_f76.jpg,theatre,train,1629,True
theatre__bpt6k856976z_f35.jpg,theatre,train,,False
theatre_1640_bpt6k61251657_f119.jpg,theatre,train,1640,True
theatre_1656_bpt6k858706_f37.jpg,theatre,train,1656,True
theatre_1654_bpt6k1081525_f70.jpg,theatre,train,1654,True
theatre_1682_bpt6k9807756q_f19.jpg,theatre,train,1682,True
theatre_1645_bpt6k5789987q_f13.jpg,theatre,train,1645,True
theatre_1620_btv1b86197053_f5.jpg,theatre,train,1620,True
theatre_1666_bpt6k1280460h_f26.jpg,theatre,train,1666,True
theatre_1658_bpt6k5745518r_f60.jpg,theatre,train,1658,True
theatre_1620_bpt6k5754196j_f30.jpg,theatre,train,1620,True
theatre_1699_bpt6k852915d_f61.jpg,theatre,train,1699,True
theatre_1676_bpt6k1090046n_f59.jpg,theatre,train,1676,True
theatre_1683_bpt6k56290424_f113.jpg,theatre,train,1683,True
theatre_1691_bpt6k5752605t_f109.jpg,theatre,train,1691,True
theatre_1636_bpt6k5744763z_f144.jpg,theatre,train,1636,True
theatre_1675_bpt6k1280470w_f64.jpg,theatre,train,1675,True
theatre_1604_bpt6k10902663_f52.jpg,theatre,train,1604,True
theatre__bpt6k855192c_f14.jpg,theatre,train,,False
theatre_1626_bpt6k1090295t_f209.jpg,theatre,train,1626,True
theatre_1632_bpt6k6283934q_f29.jpg,theatre,train,1632,True
theatre_1670_bpt6k1090256q_f90.jpg,theatre,train,1670,True
theatre_1698_bpt6k10900709_f43.jpg,theatre,train,1698,True
theatre_1696_bpt6k1090099s_f61.jpg,theatre,train,1696,True
theatre_1676_bpt6k1090074z_f36.jpg,theatre,train,1676,True
theatre_1644_bpt6k10901460_f56.jpg,theatre,train,1644,True
theatre_1674_bpt6k1280449g_f38.jpg,theatre,train,1674,True
theatre_1674_bpt6k5812122r_f16.jpg,theatre,train,1674,True
theatre_1634_bpt6k856876n_f27.jpg,theatre,train,1634,True
theatre_1699_bpt6k1081483_f6.jpg,theatre,train,1699,True
theatre_1628_bpt6k1090044t_f33.jpg,theatre,train,1628,True
theatre_1642_bpt6k1090233q_f107.jpg,theatre,train,1642,True
theatre_1608_bpt6k1090237c_f103.jpg,theatre,train,1608,True
theatre_1652_bpt6k62651341_f234.jpg,theatre,train,1652,True
theatre_1668_bpt6k56197532_f27.jpg,theatre,train,1668,True
theatre_1653_bpt6k57447399_f5.jpg,theatre,train,1653,True
theatre_1642_bpt6k63646887_f38.jpg,theatre,train,1642,True
theatre_1662_bpt6k1040272f_f23.jpg,theatre,train,1662,True
theatre_1627_bpt6k856887c_f7.jpg,theatre,train,1627,True
theatre_1660_bpt6k1090053s_f35.jpg,theatre,train,1660,True
theatre_1666_bpt6k8528577_f40.jpg,theatre,train,1666,True
theatre_1674_bpt6k12804163_f30.jpg,theatre,train,1674,True
theatre_1697_bpt6k1522369k_f23.jpg,theatre,train,1697,True
theatre_1603_bpt6k8571685_f32.jpg,theatre,train,1603,True
theatre_1669_btv1b8610783h_f1.jpg,theatre,train,1669,True
theatre_1697_bpt6k1090140h_f48.jpg,theatre,train,1697,True
theatre_1622_bpt6k57342347_f35.jpg,theatre,train,1622,True
theatre_1699_bpt6k15132112_f66.jpg,theatre,train,1699,True
theatre_1649_btv1b8622110f_f112.jpg,theatre,train,1649,True
theatre_1653_bpt6k12803190_f22.jpg,theatre,train,1653,True
theatre_1669_bpt6k10902559_f88.jpg,theatre,train,1669,True
theatre_1648_bpt6k10404954_f1.jpg,theatre,train,1648,True
theatre_1639_bpt6k857209s_f53.jpg,theatre,train,1639,True
theatre_1663_btv1b8610785b_f63.jpg,theatre,train,1663,True
theatre_1647_bpt6k12802899_f91.jpg,theatre,train,1647,True
theatre_1629_bpt6k57347539_f14.jpg,theatre,train,1629,True
theatre_1642_bpt6k1183390_f18.jpg,theatre,train,1642,True
theatre_1695_bpt6k8528619_f11.jpg,theatre,train,1695,True
theatre_1683_bpt6k1090071q_f28.jpg,theatre,train,1683,True
theatre_1613_bpt6k1090271d_f9.jpg,theatre,train,1613,True
theatre_1663_bpt6k1280300w_f30.jpg,theatre,train,1663,True
theatre_1668_bpt6k1090138f_f1.jpg,theatre,train,1668,True
theatre_1673_bpt6k1280569k_f103.jpg,theatre,train,1673,True
theatre_1680_bpt6k1521651m_f56.jpg,theatre,train,1680,True
theatre_1661_bpt6k10901519_f42.jpg,theatre,train,1661,True
theatre__bpt6k8589063_f15.jpg,theatre,train,,False
theatre_1696_bpt6k1090089d_f42.jpg,theatre,train,1696,True
theatre_1647_btv1b8622118r_f103.jpg,theatre,train,1647,True
theatre_1609_bpt6k1352544_f84.jpg,theatre,train,1609,True
theatre_1674_bpt6k1280557c_f3.jpg,theatre,train,1674,True
theatre_1680_bpt6k1090092w_f9.jpg,theatre,train,1680,True
theatre_1656_bpt6k1311799_f11.jpg,theatre,train,1656,True
theatre_1674_bpt6k1280452z_f1.jpg,theatre,train,1674,True
theatre_1692_bpt6k5815832g_f92.jpg,theatre,train,1692,True
theatre_1649_bpt6k1173055_f14.jpg,theatre,train,1649,True
theatre_1663_btv1b8610788k_f112.jpg,theatre,train,1663,True
theatre_1680_bpt6k5800744h_f12.jpg,theatre,train,1680,True
theatre_1634_bpt6k1090049w_f146.jpg,theatre,train,1634,True
theatre_1650_bpt6k857183z_f123.jpg,theatre,train,1650,True
theatre_1673_bpt6k5690275b_f209.jpg,theatre,train,1673,True
theatre_1658_bpt6k1280578j_f47.jpg,theatre,train,1658,True
theatre_1660_bpt6k1090091g_f32.jpg,theatre,train,1660,True
theatre_1630_bpt6k856904s_f26.jpg,theatre,train,1630,True
theatre_1639_bpt6k6493091d_f69.jpg,theatre,train,1639,True
theatre_1654_bpt6k5783946x_f11.jpg,theatre,train,1654,True
theatre_1638_bpt6k6255892m_f8.jpg,theatre,train,1638,True
theatre_1669_bpt6k856982s_f64.jpg,theatre,train,1669,True
theatre_1638_btv1b8622113p_f36.jpg,theatre,train,1638,True
theatre_1664_bpt6k1526131p_f71.jpg,theatre,train,1664,True
theatre_1645_bpt6k10403202_f29.jpg,theatre,train,1645,True
theatre_1648_btv1b86221195_f4.jpg,theatre,train,1648,True
theatre_1699_bpt6k1090187x_f27.jpg,theatre,train,1699,True
theatre_1672_btv1b8610790n_f39.jpg,theatre,train,1672,True
theatre_1635_bpt6k1090288p_f28.jpg,theatre,train,1635,True
theatre_1630_bpt6k10900227_f183.jpg,theatre,train,1630,True
theatre_1684_bpt6k1511988d_f5.jpg,theatre,train,1684,True
theatre_1638_btv1b8626230s_f8.jpg,theatre,train,1638,True
theatre_1662_bpt6k10902255_f41.jpg,theatre,train,1662,True
theatre_1682_bpt6k5754475d_f62.jpg,theatre,train,1682,True
theatre_1694_bpt6k856885m_f3.jpg,theatre,train,1694,True
theatre_1677_bpt6k15205791_f59.jpg,theatre,train,1677,True
theatre_1679_bpt6k10900939_f80.jpg,theatre,train,1679,True
theatre_1672_bpt6k8414817_f24.jpg,theatre,train,1672,True
theatre_1688_bpt6k1522495d_f45.jpg,theatre,train,1688,True
theatre_1691_bpt6k4223002k_f1.jpg,theatre,train,1691,True
theatre_1668_bpt6k57724367_f63.jpg,theatre,train,1668,True
theatre_1672_btv1b86221054_f25.jpg,theatre,train,1672,True
theatre_1650_bpt6k5738216j_f1.jpg,theatre,train,1650,True
theatre_1678_bpt6k6363206p_f27.jpg,theatre,train,1678,True
theatre_1662_bpt6k1519298v_f45.jpg,theatre,train,1662,True
theatre_1639_bpt6k55303536_f40.jpg,theatre,train,1639,True
theatre_1692_bpt6k1521139f_f10.jpg,theatre,train,1692,True
theatre_1662_bpt6k852852b_f27.jpg,theatre,train,1662,True
theatre_1664_bpt6k1280454s_f11.jpg,theatre,train,1664,True
theatre_1660_bpt6k8548839_f41.jpg,theatre,train,1660,True
theatre_1668_bpt6k1526235p_f18.jpg,theatre,train,1668,True
theatre_1682_bpt6k852871n_f21.jpg,theatre,train,1682,True
theatre_1670_bpt6k1280537m_f54.jpg,theatre,train,1670,True
theatre_1652_bpt6k62757707_f46.jpg,theatre,train,1652,True
theatre_1664_bpt6k852919x_f62.jpg,theatre,train,1664,True
theatre_1672_bpt6k1090097z_f15.jpg,theatre,train,1672,True
theatre_1647_bpt6k856903d_f43.jpg,theatre,train,1647,True
theatre_1641_bpt6k852869b_f1.jpg,theatre,train,1641,True
theatre_1698_bpt6k15220617_f20.jpg,theatre,train,1698,True
theatre_1638_bpt6k10900791_f126.jpg,theatre,train,1638,True
theatre_1646_bpt6k1280290z_f62.jpg,theatre,train,1646,True
theatre_1632_bpt6k87013650_f15.jpg,theatre,train,1632,True
theatre_1633_bpt6k10900546_f49.jpg,theatre,train,1633,True
theatre_1650_bpt6k1090134s_f49.jpg,theatre,train,1650,True
theatre_1666_bpt6k1090166r_f70.jpg,theatre,train,1666,True
theatre_1620_bpt6k10902114_f46.jpg,theatre,train,1620,True
theatre_1659_bpt6k10902522_f81.jpg,theatre,train,1659,True
theatre_1693_bpt6k5754483z_f96.jpg,theatre,train,1693,True
theatre_1674_bpt6k1280445t_f1.jpg,theatre,train,1674,True
theatre_1644_btv1b8622116x_f44.jpg,theatre,train,1644,True
theatre_1674_btv1b8610795q_f27.jpg,theatre,train,1674,True
theatre_1664_bpt6k10902648_f14.jpg,theatre,train,1664,True
theatre_1663_bpt6k1090142b_f45.jpg,theatre,train,1663,True
theatre_1671_bpt6k1090133c_f20.jpg,theatre,train,1671,True
theatre_1648_bpt6k10901853_f12.jpg,theatre,train,1648,True
theatre_1639_bpt6k8529230_f141.jpg,theatre,train,1639,True
theatre_1662_bpt6k1090139v_f31.jpg,theatre,train,1662,True
theatre_1661_bpt6k10901534_f6.jpg,theatre,train,1661,True
theatre_1654_bpt6k1090244h_f68.jpg,theatre,train,1654,True
theatre_1617_bpt6k5772708z_f113.jpg,theatre,train,1617,True
theatre_1663_bpt6k1280403g_f106.jpg,theatre,train,1663,True
theatre_1676_bpt6k5742924x_f18.jpg,theatre,train,1676,True
theatre_1644_bpt6k5738753j_f62.jpg,theatre,train,1644,True
theatre_1613_bpt6k856874w_f116.jpg,theatre,train,1613,True
theatre_1655_bpt6k841852_f8.jpg,theatre,train,1655,True
theatre_1670_btv1b8610798z_f87.jpg,theatre,train,1670,True
theatre_1669_bpt6k1280444d_f61.jpg,theatre,train,1669,True
theatre_1662_bpt6k1519300g_f36.jpg,theatre,train,1662,True
theatre__bpt6k15133011_f38.jpg,theatre,train,,False
theatre_1695_bpt6k852855g_f29.jpg,theatre,train,1695,True
theatre_1635_btv1b86221269_f140.jpg,theatre,train,1635,True
theatre_1623_bpt6k5744744m_f33.jpg,theatre,train,1623,True
theatre_1632_bpt6k5745947v_f39.jpg,theatre,train,1632,True
theatre_1659_bpt6k1090263v_f84.jpg,theatre,train,1659,True
theatre_1632_bpt6k8568847_f82.jpg,theatre,train,1632,True
theatre_1648_bpt6k5811892h_f69.jpg,theatre,train,1648,True
theatre_1696_bpt6k15210393_f3.jpg,theatre,train,1696,True
theatre_1694_btv1b8622109s_f581.jpg,theatre,train,1694,True
theatre_1681_bpt6k10901304_f61.jpg,theatre,train,1681,True
theatre_1680_bpt6k15132891_f56.jpg,theatre,train,1680,True
theatre_1664_bpt6k57416324_f34.jpg,theatre,train,1664,True
theatre_1606_bpt6k8569793_f10.jpg,theatre,train,1606,True
theatre_1694_bpt6k12806517_f22.jpg,theatre,train,1694,True
theatre_1647_bpt6k15108932_f95.jpg,theatre,train,1647,True
theatre_1631_bpt6k56261696_f16.jpg,theatre,train,1631,True
theatre_1695_bpt6k4222962n_f40.jpg,theatre,train,1695,True
theatre_1670_bpt6k63398825_f1.jpg,theatre,train,1670,True
theatre_1640_bpt6k57899298_f17.jpg,theatre,train,1640,True
theatre_1673_btv1b8626216h_f73.jpg,theatre,train,1673,True
theatre_1656_bpt6k8528543_f1.jpg,theatre,train,1656,True
theatre_1696_bpt6k15163632_f11.jpg,theatre,train,1696,True
theatre_1667_bpt6k10902611_f100.jpg,theatre,train,1667,True
theatre_1697_bpt6k5754191g_f33.jpg,theatre,train,1697,True
theatre_1674_bpt6k1280465k_f39.jpg,theatre,train,1674,True
theatre_1641_bpt6k9620076z_f62.jpg,theatre,train,1641,True
theatre_1635_bpt6k1097788_f93.jpg,theatre,train,1635,True
theatre_1654_bpt6k1090246b_f50.jpg,theatre,train,1654,True
theatre_1645_bpt6k6364578h_f58.jpg,theatre,train,1645,True
theatre_1694_bpt6k61486960_f1.jpg,theatre,train,1694,True
theatre_1673_bpt6k1090230g_f47.jpg,theatre,train,1673,True
theatre_1637_bpt6k5745557v_f97.jpg,theatre,train,1637,True
theatre_1683_bpt6k1090229t_f8.jpg,theatre,train,1683,True
theatre_1636_bpt6k5620674c_f130.jpg,theatre,train,1636,True
theatre_1670_btv1b8622104q_f85.jpg,theatre,train,1670,True
theatre_1671_bpt6k1280560v_f37.jpg,theatre,train,1671,True
theatre_1631_bpt6k10900331_f207.jpg,theatre,train,1631,True
theatre_1623_btv1b8619667v_f158.jpg,theatre,train,1623,True
theatre_1672_bpt6k5507412z_f14.jpg,theatre,train,1672,True
theatre_1649_bpt6k1090147d_f23.jpg,theatre,train,1649,True
theatre_1669_bpt6k1280539f_f63.jpg,theatre,train,1669,True
theatre_1663_bpt6k12804482_f97.jpg,theatre,train,1663,True
theatre_1664_bpt6k10901282_f55.jpg,theatre,train,1664,True
theatre_1638_bpt6k6269158p_f71.jpg,theatre,train,1638,True
theatre_1642_bpt6k1115609_f5.jpg,theatre,train,1642,True
theatre_1700_bpt6k857200c_f265.jpg,theatre,train,1700,True
theatre_1663_bpt6k12804571_f23.jpg,theatre,train,1663,True
theatre_1670_bpt6k1280556z_f1.jpg,theatre,train,1670,True
theatre_1691_bpt6k852922m_f59.jpg,theatre,train,1691,True
theatre_1681_bpt6k10902077_f31.jpg,theatre,train,1681,True
theatre_1643_bpt6k10902344_f198.jpg,theatre,train,1643,True
theatre_1631_bpt6k10903080_f14.jpg,theatre,train,1631,True
theatre_1655_bpt6k857199k_f35.jpg,theatre,train,1655,True
theatre_1632_bpt6k5458862p_f67.jpg,theatre,train,1632,True
theatre_1634_bpt6k1090041k_f134.jpg,theatre,train,1634,True
theatre_1668_btv1b8626162d_f99.jpg,theatre,train,1668,True
theatre_1615_bpt6k1090035v_f107.jpg,theatre,train,1615,True
theatre_1638_bpt6k6272681r_f152.jpg,theatre,train,1638,True
theatre_1689_bpt6k1280418x_f25.jpg,theatre,train,1689,True
theatre_1670_bpt6k1090113m_f9.jpg,theatre,train,1670,True
theatre_1698_bpt6k1512308m_f15.jpg,theatre,train,1698,True
theatre_1694_bpt6k1090087k_f31.jpg,theatre,train,1694,True
theatre_1664_bpt6k857201r_f53.jpg,theatre,train,1664,True
theatre_1626_bpt6k10404294_f9.jpg,theatre,train,1626,True
theatre_1685_bpt6k4223000r_f46.jpg,theatre,train,1685,True
theatre_1631_bpt6k5831543j_f31.jpg,theatre,train,1631,True
theatre_1631_bpt6k5828916x_f44.jpg,theatre,train,1631,True
theatre_1687_bpt6k3118700_f11.jpg,theatre,train,1687,True
theatre_1648_bpt6k856873h_f101.jpg,theatre,train,1648,True
theatre_1656_bpt6k1090163h_f88.jpg,theatre,train,1656,True
theatre_1668_bpt6k1280451j_f24.jpg,theatre,train,1668,True
theatre_1691_bpt6k5455471b_f36.jpg,theatre,train,1691,True
theatre_1668_bpt6k1040246z_f38.jpg,theatre,train,1668,True
